graph_name,seed,area_constraint,hw_scale_factor,hw_scale_variance,comm_scale_factor,method,reported_makespan,dag_makespan,status,is_timeout,is_failed,solution_valid,initial_solution_valid,was_repaired,num_repaired_nodes,repair_strategy,area_used,area_budget,validity_note,key,family,nodes,edges
anomaly_detection_tosa,42,0.5,0.1,0.5,1.0,greedy,3677.6577082904328,2497.2680142870518,completed,False,False,True,True,False,0,,1691.5833085342408,1749.5697744342538,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 42, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,43,0.5,0.1,0.5,1.0,greedy,2249.994982076263,1774.526325048609,completed,False,False,True,True,False,0,,1733.502242451631,1745.5111426700803,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 43, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,44,0.5,0.1,0.5,1.0,greedy,3404.138475326217,2367.793081027696,completed,False,False,True,True,False,0,,1670.8828353267434,1688.701531476794,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 44, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,45,0.5,0.1,0.5,1.0,greedy,3312.1845552138907,2291.4550546067344,completed,False,False,True,True,False,0,,1800.7787290890824,1853.578818202341,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 45, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,46,0.5,0.1,0.5,1.0,greedy,3557.5081953670547,2213.417098106441,completed,False,False,True,True,False,0,,1631.523594525173,1690.0282391014848,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 46, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,47,0.5,0.1,0.5,1.0,greedy,4018.625503272376,2754.580346109496,completed,False,False,True,True,False,0,,1544.543693718985,1582.0618011650145,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 47, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,48,0.5,0.1,0.5,1.0,greedy,3409.242936947433,2423.442885802331,completed,False,False,True,True,False,0,,1660.589742608497,1725.0649356933031,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 48, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,49,0.5,0.1,0.5,1.0,greedy,3088.7831820109827,2124.204114563089,completed,False,False,True,True,False,0,,1789.1618661012342,1876.784552117614,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 49, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,50,0.5,0.1,0.5,1.0,greedy,2814.2433271787145,2385.3357315477465,completed,False,False,True,True,False,0,,1451.0626623427904,1465.7190842891584,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 50, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,51,0.5,0.1,0.5,1.0,greedy,3826.7952625503735,3221.0248171798094,completed,False,False,True,True,False,0,,1693.472860953647,1737.3128004107275,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 51, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,42,0.5,0.1,0.5,1.0,random,3150.986814172401,2842.2566009859765,completed,False,False,True,True,False,0,,1639.0602481128055,1749.5697744342538,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 42, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,43,0.5,0.1,0.5,1.0,random,3147.499484833943,2681.998051033816,completed,False,False,True,True,False,0,,1560.2119124106782,1745.5111426700803,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 43, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,44,0.5,0.1,0.5,1.0,random,2926.664054759105,2701.0878526745764,completed,False,False,True,True,False,0,,1340.8941579606123,1688.701531476794,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 44, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,45,0.5,0.1,0.5,1.0,random,3191.8691545089428,2711.465151105306,completed,False,False,True,True,False,0,,1762.926294289478,1853.578818202341,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 45, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,46,0.5,0.1,0.5,1.0,random,3058.8516447167794,3058.851644716779,completed,False,False,True,True,False,0,,0.0,1690.0282391014848,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 46, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,47,0.5,0.1,0.5,1.0,random,3276.5039223488475,2931.5682520991613,completed,False,False,True,True,False,0,,1498.954932560153,1582.0618011650145,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 47, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,49,0.5,0.1,0.5,1.0,random,3140.794724463597,2932.540090807136,completed,False,False,True,True,False,0,,1782.1960487558197,1876.784552117614,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 49, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,48,0.5,0.1,0.5,1.0,random,2971.321634587213,2791.546012978617,completed,False,False,True,True,False,0,,1590.5364904221535,1725.0649356933031,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 48, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,50,0.5,0.1,0.5,1.0,random,3107.2250955632826,2833.2738951909314,completed,False,False,True,True,False,0,,1428.7350472952658,1465.7190842891584,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 50, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,51,0.5,0.1,0.5,1.0,random,3656.778996304875,3328.4545155757987,completed,False,False,True,True,False,0,,1567.749850946332,1737.3128004107275,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 51, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,42,0.5,0.1,0.5,1.0,diff_gnn_order,2135.239217033976,1758.9163245406376,completed,False,False,True,True,False,0,,1745.4442084986397,1749.5697744342538,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 42, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,43,0.5,0.1,0.5,1.0,diff_gnn_order,1694.6585759628624,1477.82643817109,completed,False,False,True,True,False,0,,1733.526330652366,1745.5111426700803,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 43, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,44,0.5,0.1,0.5,1.0,diff_gnn_order,1702.401088537881,1605.0305680143374,completed,False,False,True,True,False,0,,1676.8507888492325,1688.701531476794,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 44, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,45,0.5,0.1,0.5,1.0,diff_gnn_order,2004.904816869835,1866.4631067554,completed,False,False,True,True,False,0,,1848.4829666624432,1853.578818202341,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 45, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,46,0.5,0.1,0.5,1.0,diff_gnn_order,1279.1138986987346,1259.528835781139,completed,False,False,True,True,False,0,,1686.1284484425862,1690.0282391014848,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 46, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,47,0.5,0.1,0.5,1.0,diff_gnn_order,1746.2167928633364,1641.623700867916,completed,False,False,True,True,False,0,,1581.6127071995882,1582.0618011650145,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 47, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,48,0.5,0.1,0.5,1.0,diff_gnn_order,1253.4873677443045,1145.6074789213303,completed,False,False,True,True,False,0,,1719.651223952712,1725.0649356933031,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 48, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,49,0.5,0.1,0.5,1.0,diff_gnn_order,1406.7705173463369,1406.7705173463369,completed,False,False,True,True,False,0,,1872.589510621357,1876.784552117614,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 49, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
anomaly_detection_tosa,50,0.5,0.1,0.5,1.0,diff_gnn_order,1537.3693074613352,1469.5662746896894,completed,False,False,True,True,False,0,,1463.6157811065536,1465.7190842891584,Valid solution; no area repair needed.,"('anomaly_detection_tosa', 50, 0.5, 0.1, 0.5, 1.0)",tflite-graphs,68,63
